ID,Title,Tags,Difficulty,Solved,Accepted
600A,Extract Numbers,"implementation, strings",1600,4595,0
599E,Sandy and Nuts,"bitmasks, dp, trees",2600,565,0
599D,Spongebob and Squares,"brute force, math",1900,2481,0
599C,Day at the Beach,sortings,1600,4464,0
599B,Spongebob and Joke,implementation,1500,4240,0
599A,Patrick and Shopping,implementation,800,26203,0
598F,Cut Length,geometry,2900,315,0
598E,Chocolate Bar,"brute force, dp",2000,4013,0
598D,Igor In the Museum,"dfs and similar, graphs, shortest paths",1700,9452,0
598C,Nearest vectors,"geometry, sortings",2300,3490,0
598B,Queries on a String,"implementation, strings",1300,9789,0
598A,Tricky Sum,math,900,22015,0
597C,Subsequences,"data structures, dp",1900,3959,0
597B,Restaurant,"dp, greedy, sortings",1600,4330,0
597A,Divisibility,math,1600,4262,0
596E,Wilbur and Strings,"dfs and similar, dp, graphs, strings",2500,356,0
596D,Wilbur and Trees,"dp, math, probabilities, sortings",2300,654,0
596C,Wilbur and Points,"combinatorics, greedy, sortings",1700,2215,0
596B,Wilbur and Array,"greedy, implementation",1100,9545,0
596A,Wilbur and Swimming Pool,"geometry, implementation",1100,7071,0
595B,Pasha and Phone,"binary search, math",1600,2849,0
595A,Vitaly and Night,"constructive algorithms, implementation",800,13581,0
594E,Cutting the Line,"string suffix structures, strings",3100,140,0
594D,REQ,"data structures, number theory",2500,1349,0
594C,Edo and Magnets,"brute force, greedy, implementation, two pointers",2300,663,0
594B,Max and Bike,"binary search, geometry",2500,465,0
594A,Warrior and Archer,games,2300,1640,0
593E,Strange Calculation and Cats,"dp, matrices",2400,379,0
593D,Happy Tree Party,"data structures, dfs and similar, graphs, math, trees",2400,1070,0
593C,Beautiful Function,"constructive algorithms, math",2200,262,0
593B,Anton and Lines,"geometry, sortings",1600,3881,0
593A,2Char,"brute force, implementation",1200,5575,0
592E,BCPC,"binary search, geometry, two pointers",2700,202,0
592D,Super M,"dfs and similar, dp, graphs, trees",2200,2225,0
592C,The Big Race,math,1800,3001,0
592B,The Monster and the Squirrel,math,1100,8023,0
592A,PawnChess,implementation,1200,5852,0
591B,Rebranding,"implementation, strings",1200,7611,0
591A,Wizards' Duel,"implementation, math",900,12796,0
590E,Birthday,"graph matchings, strings",3200,679,0
590D,Top Secret Task,dp,2300,1099,0
590C,Three States,"dfs and similar, graphs, shortest paths",2200,2428,0
590B,Chip 'n Dale Rescue Rangers,"binary search, geometry, math",2100,1662,0
590A,Median Smoothing,implementation,1700,3852,0
588B,Duff in Love,math,1300,12980,0
588A,Duff and Meat,greedy,900,21249,0
587F,Duff is Mad,"data structures, strings",3000,801,0
587E,Duff as a Queen,data structures,2900,624,0
587D,Duff in Mafia,"2-sat, binary search",3100,619,0
587C,Duff in the Army,"data structures, trees",2200,3300,0
587B,Duff in Beach,dp,2100,1356,0
587A,Duff and Weight Lifting,greedy,1500,7154,0
586B,Laurenty and Shop,implementation,1300,5039,0
586A,Alena's Schedule,implementation,900,9106,0
585F,Digits of Number Pi,"dp, implementation, strings",3200,571,0
585E,Present for Vitalik the Philatelist,"combinatorics, math, number theory",2900,928,0
585D,Lizard Era: Beginning,meet-in-the-middle,2300,1440,0
585C,"Alice, Bob, Oranges and Apples",number theory,2400,936,0
585B,Phillip and Trains,"dfs and similar, graphs, shortest paths",1700,3367,0
585A,Gennady the Dentist,"brute force, implementation",1800,4085,0
584E,Anton and Ira,"constructive algorithms, greedy, math",2300,1359,0
584D,Dima and Lisa,"brute force, math, number theory",1800,8193,0
584C,Marina and Vasya,"constructive algorithms, greedy, strings",1700,5955,0
584B,Kolya and Tanya,combinatorics,1500,10553,0
584A,Olesya and Rodion,math,1000,38875,0
583B,Robot's Task,"greedy, implementation",1200,8069,0
583A,Asphalting Roads,implementation,1000,10748,0
582E,Boolean Function,"bitmasks, dp, expression parsing",3000,452,0
582D,Number of Binominal Coefficients,"dp, math, number theory",3300,546,0
582C,Superior Periodic Subarrays,number theory,2400,704,0
582B,Once Again...,"constructive algorithms, dp, matrices",1900,3213,0
582A,GCD Table,"constructive algorithms, greedy, number theory",1700,7218,0
581F,Zublicanes and Mumocrates,"dp, trees, two pointers",2400,766,0
581E,Kojiro and Furrari,"dp, greedy",2800,168,0
581D,Three Logos,"bitmasks, brute force, constructive algorithms, geometry, implementation, math",1700,3165,0
581C,Developing Skills,"implementation, math, sortings",1400,7077,0
581B,Luxurious Houses,"implementation, math",1100,12224,0
581A,Vasya the Hipster,"implementation, math",800,59493,0
580E,Kefa and Watch,"data structures, hashing, strings",2500,1729,0
580D,Kefa and Dishes,"bitmasks, dp",1800,8275,0
580C,Kefa and Park,"dfs and similar, graphs, trees",1500,35388,0
580B,Kefa and Company,"binary search, sortings, two pointers",1500,22297,0
580A,Kefa and First Steps,"brute force, dp, implementation",900,75592,0
579B,Finding Team Member,"brute force, implementation, sortings",1300,5135,0
579A,Raising Bacteria,bitmasks,1000,48640,0
578F,Mirror Box,"matrices, trees",3200,462,0
578E,Walking!,"constructive algorithms, greedy",2700,565,0
578D,LCS Again,"dp, greedy",2700,718,0
578C,Weakness and Poorness,ternary search,2000,3956,0
578B,"""Or"" Game","brute force, greedy",1700,4993,0
578A,A Problem about Polyline,"geometry, math",1700,4598,0
577B,Modulo Sum,"combinatorics, data structures, dp, two pointers",1900,10433,0
577A,Multiplication Table,"implementation, number theory",1000,34746,0
576E,Painting Edges,"binary search, data structures",3300,943,0
576D,Flights for Regular Customers,"dp, matrices",2700,1148,0
576C,Points on Plane,"constructive algorithms, divide and conquer, geometry, greedy, sortings",2100,2904,0
576B,Invariance of Tree,"constructive algorithms, dfs and similar, greedy, trees",2100,1526,0
576A,Vasya and Petya's Game,"math, number theory",1500,12060,0
575I,Robots protection,data structures,2800,378,0
575H,Bots,"combinatorics, dp, math, number theory",1800,1567,0
575G,Run for beer,"dfs and similar, shortest paths",2200,813,0
575F,Bulbo,"dp, greedy",2100,949,0
575E,Spectator Riots,geometry,2800,221,0
575D,Tablecity,"constructive algorithms, implementation",1700,1788,0
575C,Party,"bitmasks, brute force, graph matchings",2700,192,0
575B,Bribes,"dfs and similar, graphs, trees",2200,987,0
575A,Fibonotci,"data structures, math, matrices",2700,679,0
574B,Bear and Three Musketeers,"brute force, dfs and similar, graphs, hashing",1500,7376,0
574A,Bear and Elections,"greedy, implementation",1200,8371,0
573E,Bear and Bowling,"data structures, greedy",3200,998,0
573D,Bear and Cavalry,"data structures, divide and conquer, dp",3000,368,0
573C,Bear and Drawing,"constructive algorithms, dfs and similar, trees",2300,934,0
573B,Bear and Blocks,"binary search, data structures, dp, math",1600,5390,0
573A,Bear and Poker,"implementation, math, number theory",1300,15010,0
572B,Order Book,"data structures, greedy, implementation, sortings",1300,6488,0
572A,Arrays,sortings,900,15286,0
571E,Geometric Progressions,math,3200,236,0
571D,Campus,"binary search, data structures, dsu, trees",3100,614,0
571C,CNF 2,"constructive algorithms, dfs and similar, graphs, greedy",2500,591,0
571B,Minimization,"dp, greedy, sortings",2000,2413,0
571A,Lengthening Sticks,"combinatorics, implementation, math",2100,1934,0
570E,Pig and Palindromes,"combinatorics, dp",2300,1692,0
570D,Tree Requests,"binary search, bitmasks, constructive algorithms, dfs and similar, graphs, trees",2200,5894,0
570C,Replacement,"constructive algorithms, data structures, implementation",1600,8442,0
570B,Simple Game,"constructive algorithms, games, greedy, implementation, math",1300,14898,0
570A,Elections,implementation,1100,13159,0
569B,Inventory,"greedy, math",1200,6795,0
569A,Music,"implementation, math",1500,4634,0
568E,Longest Increasing Subsequence,"data structures, dp",3000,542,0
568D,Sign Posts,"brute force, geometry, math",2800,289,0
568C,New Language,"2-sat, greedy",2600,717,0
568B,Symmetric and Transitive,"combinatorics, dp, math",1900,2173,0
568A,Primes or Palindromes?,"brute force, implementation, math, number theory",1600,4781,0
567F,Mausoleum,dp,2400,529,0
567E,President and Roads,"dfs and similar, graphs, hashing, shortest paths",2200,1503,0
567D,One-Dimensional Battle Ships,"binary search, data structures, greedy, sortings",1700,4424,0
567C,Geometric Progression,"binary search, data structures, dp",1700,8870,0
567B,Berland National Library,implementation,1300,7701,0
567A,Lineland Mail,"greedy, implementation",900,27873,0
566G,Max and Min,geometry,2500,310,0
566F,Clique in the Divisibility Graph,"dp, math, number theory",1500,3313,0
566E,Restoring Map,"bitmasks, constructive algorithms, trees",3200,536,0
566D,Restructuring Company,"data structures, dsu",1900,2813,0
566C,Logistical Questions,"dfs and similar, divide and conquer, trees",3000,604,0
566B,Replicating Processes,"constructive algorithms, greedy",2600,239,0
566A,Matching Names,"dfs and similar, strings, trees",2300,797,0
560B,Gerald is into Art,"constructive algorithms, implementation",1200,7298,0
560A,Currency System in Geraldion,"implementation, sortings",1000,15712,0
559E,Gerald and Path,"dp, sortings",3000,770,0
559D,Randomizer,"combinatorics, geometry, probabilities",2800,386,0
559C,Gerald and Giant Chess,"combinatorics, dp, math, number theory",2200,5587,0
559B,Equivalent Strings,"divide and conquer, hashing, sortings, strings",1700,9940,0
559A,Gerald's Hexagon,"brute force, geometry, math",1600,9628,0
558E,A Simple Task,"data structures, sortings, strings",2300,4923,0
558D,Guess Your Way Out! II,"data structures, implementation, sortings",2300,1079,0
558C,Amr and Chemistry,"brute force, graphs, greedy, math, shortest paths",1900,3799,0
558B,Amr and The Large Array,implementation,1300,7223,0
558A,Lala Land and Apple Trees,"brute force, implementation, sortings",1100,9497,0
557E,Ann and Half-Palindrome,"data structures, dp, graphs, string suffix structures, strings, trees",2300,1004,0
557D,Vitaly and Cycle,"combinatorics, dfs and similar, graphs, math",2000,2091,0
557C,Arthur and Table,"brute force, data structures, dp, greedy, math, sortings",1900,3849,0
557B,Pasha and Tea,"constructive algorithms, implementation, math, sortings",1500,6976,0
557A,Ilya and Diplomas,"greedy, implementation, math",1100,7742,0
556B,Case of Fake Numbers,"brute force, implementation",1100,7366,0
556A,Case of the Zeros and Ones,greedy,900,34095,0
555E,Case of Computer Network,"dfs and similar, graphs, trees",2800,1860,0
555D,Case of a Top Secret,"binary search, implementation, math",2500,841,0
555C,Case of Chocolate,data structures,2200,1899,0
555B,Case of Fugitive,"data structures, greedy, sortings",2000,3585,0
555A,Case of Matryoshkas,implementation,1500,6048,0
554B,Ohana Cleans Up,"brute force, greedy, strings",1200,8732,0
554A,Kyoya and Photobooks,"brute force, math, strings",900,11975,0
553E,Kyoya and Train,"dp, fft, graphs, math, probabilities",3200,480,0
553D,Nudist Beach,"binary search, graphs, greedy",2300,939,0
553C,Love Triangles,"dfs and similar, dsu, graphs",2200,1682,0
553B,Kyoya and Permutation,"binary search, combinatorics, constructive algorithms, greedy, implementation, math",1900,2047,0
553A,Kyoya and Colored Balls,"combinatorics, dp, math",1500,7937,0
552E,Vanya and Brackets,"brute force, dp, expression parsing, greedy, implementation, strings",2100,1377,0
552D,Vanya and Triangles,"brute force, combinatorics, data structures, geometry, math, sortings",1900,4170,0
552C,Vanya and Scales,"brute force, dp, greedy, math, meet-in-the-middle, number theory",1900,5232,0
552B,Vanya and Books,"implementation, math",1200,14497,0
552A,Vanya and Table,"implementation, math",1000,8790,0
551E,GukiZ and GukiZiana,"binary search, data structures, implementation",2500,1534,0
551D,GukiZ and Binary Operations,"combinatorics, implementation, math, matrices, number theory",2100,1655,0
551C,GukiZ hates Boxes,"binary search, greedy",2200,3270,0
551B,ZgukistringZ,"brute force, constructive algorithms, implementation, strings",1800,3686,0
551A,GukiZ and Contest,"brute force, implementation, sortings",800,15264,0
550E,Brackets in Implications,"constructive algorithms, greedy, implementation, math",2200,1355,0
550D,Regular Bridge,"constructive algorithms, graphs, implementation",1900,3111,0
550C,Divisibility by Eight,"brute force, dp, math",1500,24834,0
550B,Preparing Olympiad,"bitmasks, brute force",1400,17004,0
550A,Two Substrings,"brute force, dp, greedy, implementation, strings",1500,33248,0
549H,Degenerate Matrix,"binary search, math",2100,1737,0
549G,Happy Line,"constructive algorithms, greedy, sortings",2200,2305,0
549F,Yura and Developers,"data structures, divide and conquer",2800,786,0
549E,Sasha Circle,"geometry, math",2700,139,0
549D,Haar Features,"greedy, implementation",1900,2089,0
549C,The Game Of Parity,games,2200,1677,0
549B,Looksery Party,"constructive algorithms, dfs and similar, graphs, greedy",2300,1431,0
549A,Face Detection,"implementation, strings",900,8787,0
548B,Mike and Fun,"brute force, dp, greedy, implementation",1400,7992,0
548A,Mike and Fax,"brute force, implementation, strings",1100,9319,0
547E,Mike and Friends,"data structures, string suffix structures, strings, trees",2800,1672,0
547D,Mike and Fish,"constructive algorithms, dfs and similar, graphs",2600,2092,0
547C,Mike and Foam,"bitmasks, combinatorics, dp, math, number theory",2300,2504,0
547B,Mike and Feet,"binary search, data structures, dp, dsu",1900,7439,0
547A,Mike and Frog,"brute force, greedy, implementation, math",2200,2276,0
546E,Soldier and Traveling,"flows, graphs, math",2100,3233,0
546D,Soldier and Number Game,"constructive algorithms, dp, math, number theory",1700,10540,0
546C,Soldier and Cards,"brute force, dfs and similar, games",1400,15829,0
546B,Soldier and Badges,"brute force, greedy, implementation, sortings",1200,16149,0
546A,Soldier and Bananas,"brute force, implementation, math",800,143926,0
545E,Paths and Trees,"graphs, greedy, shortest paths",2000,4098,0
545D,Queue,"greedy, implementation, sortings",1300,21715,0
545C,Woodcutters,"dp, greedy",1500,23959,0
545B,Equidistant String,greedy,1100,10748,0
545A,Toy Cars,implementation,900,10754,0
544B,Sea and Islands,"constructive algorithms, implementation",1400,7528,0
544A,Set of Strings,"implementation, strings",1100,7413,0
543E,Listening to Music,"constructive algorithms, data structures",3200,220,0
543D,Road Improvement,"dp, trees",2300,2295,0
543C,Remembering Strings,"bitmasks, dp",2500,1295,0
543B,Destroying Roads,"constructive algorithms, graphs, shortest paths",2100,3657,0
543A,Writing Code,dp,1800,7290,0
542F,Quest,"dp, greedy",2100,711,0
542E,Playing on Graph,"graphs, shortest paths",2600,744,0
542D,Superhero's Job,"dfs and similar, dp, hashing, math, number theory",2600,467,0
542C,Idempotent functions,"constructive algorithms, graphs, math",2000,1073,0
542B,Duck Hunt,data structures,3100,111,0
542A,Place Your Ad Here,"data structures, sortings",2400,505,0
540E,Infinite Inversions,"binary search, data structures, implementation, sortings, trees",2100,1805,0
540D,Bad Luck Island,"dp, probabilities",1900,4888,0
540C,Ice Cave,dfs and similar,2000,6655,0
540B,School Marks,"greedy, implementation",1700,4475,0
540A,Combination Lock,implementation,800,29883,0
538H,Summer Dichotomy,"2-sat, data structures, dfs and similar, greedy",3200,551,0
538G,Berserk Robot,"constructive algorithms, math, sortings",3100,407,0
538F,A Heap of Heaps,"brute force, data structures, math, sortings",2200,1420,0
538E,Demiurges Play Again,"dfs and similar, dp, math, trees",2200,1455,0
538D,Weird Chess,"brute force, constructive algorithms, implementation",1800,2390,0
538C,Tourist's Notes,"binary search, brute force, greedy, implementation, math",1600,5666,0
538B,Quasi Binary,"constructive algorithms, dp, greedy, implementation",1400,16361,0
538A,Cutting Banner,"brute force, implementation",1400,6511,0
536E,Tavas on the Path,"data structures, divide and conquer, trees",3100,304,0
536D,Tavas in Kansas,"dp, games",2900,649,0
535E,Tavas and Pashmaks,"geometry, math",2600,760,0
535D,Tavas and Malekas,"greedy, hashing, string suffix structures, strings",1900,3575,0
535C,Tavas and Karafs,"binary search, greedy, math",1900,3637,0
535B,Tavas and SaDDas,"bitmasks, brute force, combinatorics, implementation",1100,19708,0
535A,Tavas and Nafas,"brute force, implementation",1000,11121,0
534F,Simplified Nonogram,"bitmasks, dp, hashing, meet-in-the-middle",2400,424,0
534E,Berland Local Positioning System,"constructive algorithms, greedy, hashing, implementation",2400,333,0
534D,Handshakes,"binary search, constructive algorithms, data structures, greedy",1900,2306,0
534C,Polycarpus' Dice,math,1600,4686,0
534B,Covered Path,"dp, greedy, math",1400,9215,0
534A,Exam,"constructive algorithms, implementation, math",1100,11336,0
533F,Encoding,"hashing, string suffix structures, strings",2400,822,0
533E,Correcting Mistakes,"constructive algorithms, dp, greedy, hashing, strings, two pointers",1800,2074,0
533D,Landmarks,"data structures, dp",3000,196,0
533C,Board Game,"games, greedy, implementation, math",1700,2097,0
533B,Work Group,"dfs and similar, dp, graphs, strings, trees",2000,2180,0
533A,Berland Miners,"binary search, data structures, dfs and similar, greedy, trees",3000,296,0
530I,Different variables,*special problem,2500,39,0
530H,Points in triangle,"*special problem, geometry",2100,116,0
530G,Levenshtein distance,*special problem,2100,117,0
530F,Jumping frogs,*special problem,2100,93,0
530E,Sum and product,*special problem,1700,296,0
530D,Set subtraction,*special problem,1600,440,0
530C,Diophantine equation,*special problem,1500,525,0
530B,String inside out,*special problem,1600,528,0
530A,Quadratic equation,*special problem,1500,656,0
529B,Group Photo 2 (online mirror version),"brute force, greedy, sortings",1900,827,0
528E,Triangles 3000,"geometry, sortings",3100,201,0
528D,Fuzzy Search,"bitmasks, brute force, fft",2500,1852,0
527E,Data Center Drama,"dfs and similar, graphs",2600,1582,0
527D,Clique Problem,"data structures, dp, greedy, implementation, sortings",1800,4405,0
527C,Glass Carving,"binary search, data structures, implementation",1500,6400,0
527B,Error Correct System,greedy,1500,3786,0
527A,Playing with Paper,"implementation, math",1100,13373,0
526G,Spiders Evil Plan,"greedy, trees",3300,607,0
526F,Pudding Monsters,"data structures, divide and conquer",3000,1833,0
526E,Transmitting Levels,"dp, implementation",2400,982,0
526D,Om Nom and Necklace,"hashing, string suffix structures, strings",2200,1912,0
526C,Om Nom and Candies,"brute force, greedy, math",2000,2176,0
526B,Om Nom and Dark Park,"dfs and similar, greedy, implementation",1400,4394,0
526A,King of Thieves,"brute force, implementation",1300,4654,0
525E,Anya and Cubes,"binary search, bitmasks, brute force, dp, math, meet-in-the-middle",2100,2417,0
525D,Arthur and Walls,"constructive algorithms, data structures, graphs, greedy, shortest paths",2400,1543,0
525C,Ilya and Sticks,"greedy, math, sortings",1600,5489,0
525B,Pasha and String,"constructive algorithms, greedy, math, strings",1400,8854,0
525A,Vitaliy and Pie,"greedy, hashing, strings",1100,12567,0
524F,And Yet Another Bracket Sequence,"data structures, greedy, hashing, string suffix structures, strings",2700,490,0
524E,Rooks and Rectangles,"data structures, sortings",2400,1100,0
524D,Social Network,"greedy, two pointers",2100,923,0
524C,The Art of Dealing with ATM,"binary search, sortings",1900,1940,0
524B,Фото на память - 2 (round version),"dp, greedy",1700,1414,0
524A,"Возможно, вы знаете этих людей?",implementation,1600,1371,0
523D,Statistics of Recompressing Videos,"*special problem, data structures, implementation",1600,2111,0
523C,Name Quest,"*special problem, greedy",1400,2437,0
523B,Mean Requests,"*special problem, implementation",1500,930,0
523A,"Rotate, Flip and Zoom","*special problem, implementation",1200,2514,0
522D,Closest Equals,"*special problem, data structures",2000,2619,0
522C,Chicken or Fish?,greedy,2100,696,0
522B,Photo to Remember,"*special problem, data structures, dp, implementation",1100,8297,0
522A,Reposts,"*special problem, dfs and similar, dp, graphs, trees",1200,14777,0
521E,Cycling City,"dfs and similar, graphs",3100,786,0
521D,Shop,greedy,2800,1349,0
520E,Pluses everywhere,"combinatorics, dp, math, number theory",2200,1739,0
520D,Cubes,"games, greedy, implementation",2100,1517,0
520C,DNA Alignment,"math, strings",1500,3999,0
520B,Two Buttons,"dfs and similar, graphs, greedy, implementation, math, shortest paths",1400,42623,0
520A,Pangram,"implementation, strings",800,77420,0
519E,A and B and Lecture Rooms,"binary search, data structures, dfs and similar, dp, trees",2100,5561,0
519D,A and B and Interesting Substrings,"data structures, dp, two pointers",1800,6069,0
519C,A and B and Team Training,"greedy, implementation, math, number theory",1300,18360,0
519B,A and B and Compilation Errors,"data structures, implementation, sortings",1100,35068,0
519A,A and B and Chess,implementation,900,17776,0
518F,Pasha and Pipe,"binary search, brute force, combinatorics, dp, implementation",2300,335,0
518E,Arthur and Questions,"greedy, implementation, math, ternary search",2200,861,0
518D,Ilya and Escalator,"combinatorics, dp, math, probabilities",1700,6298,0
518C,Anya and Smartphone,"constructive algorithms, data structures, implementation",1600,5810,0
518B,Tanya and Postcard,"greedy, implementation, strings",1400,7581,0
518A,Vitaly and Strings,"constructive algorithms, strings",1600,8531,0
516E,Drazil and His Happy Friends,"math, number theory",3100,397,0
516D,Drazil and Morning Exercise,"dfs and similar, dp, dsu, trees, two pointers",2800,1120,0
515E,Drazil and Park,data structures,2300,1898,0
515D,Drazil and Tiles,"constructive algorithms, greedy",2000,2716,0
515C,Drazil and Factorial,"greedy, math, sortings",1400,22955,0
515B,Drazil and His Happy Friends,"brute force, dsu, meet-in-the-middle, number theory",1300,7190,0
515A,Drazil and Date,math,1000,18246,0
514E,Darth Vader and Tree,"dp, matrices",2200,1282,0
514D,R2D2 and Droid Army,"binary search, data structures, two pointers",2000,3829,0
514C,Watto and Mechanism,"binary search, data structures, hashing, string suffix structures, strings",2000,5966,0
514B,Han Solo and Lazer Gun,"brute force, data structures, geometry, implementation, math",1400,18736,0
514A,Chewbaсca and Number,"greedy, implementation",1200,37520,0
513G3,Inversions problem,dp,3100,213,0
513G2,Inversions problem,"dp, probabilities",2400,588,0
513G1,Inversions problem,"brute force, dfs and similar, dp, meet-in-the-middle",1800,1717,0
513F2,Scaygerboss,flows,2800,280,0
513F1,Scaygerboss,flows,2700,269,0
513E2,Subarray Cuts,dp,2700,479,0
513E1,Subarray Cuts,dp,2600,417,0
513D2,Constrained Tree,"constructive algorithms, data structures",2600,350,0
513D1,Constrained Tree,dfs and similar,2400,416,0
513C,Second price auction,"bitmasks, probabilities",2000,1495,0
513B2,Permutations,"bitmasks, divide and conquer, math",1800,2532,0
513B1,Permutations,brute force,1400,3528,0
513A,Game,"constructive algorithms, math",800,18924,0
512E,Fox And Polygon,"constructive algorithms, divide and conquer",2900,467,0
512D,Fox And Travelling,"dp, trees",2900,837,0
510E,Fox And Dinner,flows,2300,2019,0
510D,Fox And Jumping,"bitmasks, brute force, dp, math",1900,4840,0
510C,Fox And Names,"dfs and similar, graphs, sortings",1600,13846,0
510B,Fox And Two Dots,dfs and similar,1500,12681,0
510A,Fox And Snake,implementation,800,66926,0
509F,Progress Monitoring,"dp, trees",2300,804,0
509E,Pretty Song,"math, strings",2000,1695,0
509D,Restoring Numbers,"constructive algorithms, math",2200,710,0
509C,Sums of Digits,"dp, greedy, implementation",2000,1892,0
509B,Painting Pebbles,"constructive algorithms, greedy, implementation",1300,9276,0
509A,Maximum in Table,"brute force, implementation",800,35328,0
508E,Arthur and Brackets,"dp, greedy",2200,1486,0
508D,Tanya and Password,"dfs and similar, graphs",2500,2775,0
508C,Anya and Ghosts,"constructive algorithms, greedy",1600,4317,0
508B,Anton and currency you all know,"greedy, math, strings",1300,20726,0
508A,Pasha and Pixels,brute force,1100,7107,0
507E,Breaking Good,"dfs and similar, dp, graphs, shortest paths",2100,2458,0
507D,The Maths Lecture,"dp, implementation",2200,1564,0
507C,Guess Your Way Out!,"implementation, math, trees",1700,4153,0
507B,Amr and Pins,"geometry, math",1400,22245,0
507A,Amr and Music,"greedy, implementation, sortings",1000,15545,0
506E,Mr. Kitayuta's Gift,"combinatorics, dp, matrices, strings",3000,600,0
506D,Mr. Kitayuta's Colorful Graph,"brute force, dfs and similar, dsu, graphs",2400,1747,0
505E,Mr. Kitayuta vs. Bamboos,"binary search, greedy",2900,1218,0
505D,Mr. Kitayuta's Technology,dfs and similar,2200,2294,0
505C,"Mr. Kitayuta, the Treasure Hunter","dfs and similar, dp, two pointers",1900,5625,0
505B,Mr. Kitayuta's Colorful Graph,"dfs and similar, dp, dsu, graphs",1400,11279,0
505A,Mr. Kitayuta's Gift,"brute force, implementation, strings",1100,6489,0
504E,Misha and LCP on Tree,"binary search, dfs and similar, hashing, string suffix structures, trees",3000,752,0
504D,Misha and XOR,bitmasks,2700,286,0
501E,Misha and Palindrome Degree,"binary search, combinatorics, implementation",2500,705,0
501D,Misha and Permutations Summation,data structures,2000,2237,0
501C,Misha and Forest,"constructive algorithms, data structures, greedy, sortings, trees",1500,5372,0
501B,Misha and Changing Handles,"data structures, dsu, strings",1100,14191,0
501A,Contest,implementation,900,20141,0
500G,New Year Running,"number theory, trees",3200,126,0
500F,New Year Shopping,"divide and conquer, dp",2700,647,0
500E,New Year Domino,"data structures, dp, dsu",2300,1309,0
500D,New Year Santa Network,"combinatorics, dfs and similar, graphs, trees",1900,2973,0
500C,New Year Book Reading,"constructive algorithms, greedy, implementation, math",1600,5559,0
500B,New Year Permutation,"dfs and similar, dsu, graphs, greedy, math, sortings",1600,8378,0
500A,New Year Transportation,"dfs and similar, graphs, implementation",1000,45900,0
499B,Lecture,"implementation, strings",1000,34068,0
499A,Watching a movie,"greedy, implementation",1000,12896,0
498E,Stairs and Lines,"dp, matrices",2700,399,0
498D,Traffic Jams in the Land,"data structures, dp, number theory",2400,995,0
498C,Array and Operations,"flows, graph matchings, number theory",2100,3077,0
498B,Name That Tune,"dp, probabilities, two pointers",2400,1094,0
498A,Crazy Town,geometry,1700,6188,0
497E,Subsequences Return,"dp, matrices",2900,251,0
497D,Gears,"brute force, geometry, math",2900,213,0
496E,Distributing Parts,"greedy, sortings",2100,1558,0
496D,Tennis Game,binary search,1900,2921,0
496C,Removing Columns,"brute force, constructive algorithms, implementation",1500,7403,0
496B,Secret Combination,"brute force, constructive algorithms, implementation",1500,5637,0
496A,Minimum Difficulty,"brute force, implementation, math",900,15196,0
495B,Modular Equations,"math, number theory",1600,6045,0
495A,Digital Counter,implementation,1100,7717,0
494E,Sharti,"data structures, games",3200,277,0
494D,Birthday,"data structures, dfs and similar, dp, trees",2700,496,0
494C,Helping People,"dp, probabilities",2600,715,0
494B,Obsessive String,"dp, strings",2000,2466,0
494A,Treasure,greedy,1500,5958,0
493E,Vasya and Polynomial,math,2800,459,0
493D,Vasya and Chess,"constructive algorithms, games, math",1700,9195,0
493C,Vasya and Basketball,"binary search, brute force, data structures, implementation, sortings, two pointers",1600,6376,0
493B,Vasya and Wrestling,implementation,1400,12484,0
493A,Vasya and Football,implementation,1300,5887,0
492E,Vanya and Field,math,2000,1559,0
492D,Vanya and Computer Game,"binary search, implementation, math, sortings",1800,3015,0
492C,Vanya and Exams,"greedy, sortings",1400,12550,0
492B,Vanya and Lanterns,"binary search, implementation, math, sortings",1200,64025,0
492A,Vanya and Cubes,implementation,800,41199,0
491C,Deciphering,"flows, graph matchings",2300,354,0
491B,New York Hotel,"greedy, math",2100,434,0
491A,Up the hill,"constructive algorithms, implementation",1000,2660,0
490F,Treeland Tour,"data structures, dfs and similar, dp, trees",2200,1416,0
490E,Restoring Increasing Sequence,"binary search, brute force, greedy, implementation",2000,1477,0
490D,Chocolate,"brute force, dfs and similar, math, meet-in-the-middle, number theory",1900,2009,0
490C,Hacking Cypher,"brute force, math, number theory, strings",1700,8609,0
490B,Queue,"dsu, implementation",1500,5695,0
490A,Team Olympiad,"greedy, implementation, sortings",800,49868,0
489F,Special Matrices,"combinatorics, dp",2100,1545,0
489E,Hiking,"binary search, dp",2300,947,0
489D,Unbearable Controversy of Being,"brute force, combinatorics, dfs and similar, graphs",1700,6364,0
489C,Given Length and Sum of Digits...,"dp, greedy, implementation",1400,41414,0
489B,BerSU Ball,"dfs and similar, dp, graph matchings, greedy, sortings, two pointers",1200,41837,0
489A,SwapSort,"greedy, implementation, sortings",1200,9007,0
488B,Candy Boxes,"brute force, constructive algorithms, math",1900,2044,0
488A,Giga Tower,brute force,1100,13259,0
487E,Tourists,"data structures, dfs and similar, graphs, trees",3200,1688,0
487D,Conveyor Belts,data structures,2700,798,0
487C,Prefix Product Sequence,"constructive algorithms, math, number theory",2300,2239,0
487B,Strip,"binary search, data structures, dp, two pointers",2000,3140,0
487A,Fight the Monster,"binary search, brute force, implementation",1800,3597,0
486E,LIS of Sequence,"data structures, dp, greedy, hashing, math",2200,1908,0
